31	0.53004754 -0.14490148 -0.41160312 0.059815347 -0.4617741 0.28087834 0.44076675 -0.4254557 0.212832 0.30667248 0.3103776 -0.002941724 0.37852323 -0.42091283 -0.19894867 0.042954188 -0.25800097 -0.14572012 -0.120731026 0.45908785 -0.047097914 0.33151555 0.19592214 -0.5096513 -0.4355852 -0.038088568 -0.34331656 -0.6227294 0.46543062 -0.06214424 0.031185303 0.3916742 -0.100680366 -0.22143652 -0.49021748 0.42039546 -0.14727533 -0.15434715 0.37392414 0.12920752 0.1329462 0.56207776 0.48479274 -0.47796068 -0.4883995 -0.5334115 0.2327773 -0.31667352 0.42572454 0.47151363 0.13623434 0.041399416 0.28628042 -0.20960206 -0.09080198 -0.2065275 -0.061362367 -0.26139647 0.09195138 0.5441511 -0.026384735 0.20595825 0.24811092 -0.58928263
39	0.4552097 -0.18892509 -0.23218712 0.060432386 -0.32415694 0.42999345 0.6299108 -0.3980848 0.06800304 0.3505924 0.52352554 -0.3444711 0.24883093 -0.45938474 0.02787324 0.358753 -0.4897884 -0.22763453 -0.47292352 -0.073059626 -0.19384089 0.07262483 -0.23346944 -0.43106902 -0.478422 0.04856107 -0.30424687 -0.4785499 0.23281905 -0.024261534 0.15267727 0.56314033 -0.1263611 -0.3786071 -0.28872186 0.25672415 0.26115096 -0.15560858 0.5664637 -0.008356059 0.3408818 0.28618848 0.26685008 -0.224071 -0.022048626 -0.35806865 -0.13453805 -0.036169857 -0.049934544 0.2685731 0.49242258 0.12792186 0.15678208 -0.26648045 -0.25747842 -0.05761493 -0.04269416 -0.05822344 0.2660379 0.191638 0.17399813 0.6171819 0.3801231 -0.273892
163	-0.23207632 -0.5087776 -0.45831007 0.2818154 -0.046718664 -0.21798438 0.07170924 -0.62574756 0.32853678 0.068365455 0.44836947 -0.08527472 0.44913006 -0.15882498 -0.42579657 -0.08293263 0.20973311 0.13172747 -0.17422512 0.2696904 -0.30266634 -0.057609912 0.060574636 0.033476274 -0.13218518 -0.46972555 -0.14172193 0.20464322 0.338299 -0.6992748 0.21396214 -0.059041996 -0.021820253 -0.44411102 0.21108894 -0.023755237 -0.1275086 0.44152975 0.23747222 -0.036389977 0.47955257 0.46829018 0.49401152 -0.053819142 0.4775104 -0.54009235 0.4729768 -0.4438044 0.14680848 0.17994808 0.32019994 0.3500436 -0.27610824 0.10115439 0.2595628 -0.37753528 -0.044900198 -0.2668899 0.13536854 0.37582588 0.4210817 0.4023377 0.28397125 -0.43752855
226	0.5670997 0.037104808 -0.4441948 0.16617797 -0.06502816 0.49020886 0.28171968 -0.5771741 0.19207674 0.3714997 0.32219908 -0.48598382 0.29892147 -0.46344838 0.22904247 0.21920528 -0.13242564 -0.0979692 0.14462408 0.33327588 -0.09517035 0.22360513 -0.023463964 -0.33166853 -0.42666537 -0.019065179 0.05533857 -0.32312834 0.41599804 -0.17853501 0.10437876 0.38187173 -0.35599482 -0.22057843 -0.47499204 0.5027857 -0.17814125 0.51581997 0.38207307 -0.38515252 0.31493428 0.56295687 0.53882515 -0.1785537 0.06842127 -0.607907 -0.29241866 0.14074817 0.22707242 0.12393331 0.49906307 0.16882926 0.20945941 -0.19043529 0.011432804 -0.22300997 -0.56582725 -0.18088219 -0.13684368 -0.045035068 0.6689705 0.63631123 0.37483478 -0.6329478
169	-0.47641438 -0.5742841 -0.45977813 0.5858629 0.070623815 -0.34820902 0.00819397 -0.5807439 0.30794945 0.0065937564 -0.07956999 0.57289034 0.58470464 0.32112902 -0.8398913 0.62256867 -0.29827228 -0.43778527 -0.48651344 0.25189483 -0.2395919 -0.067310706 0.026504263 -0.24187955 -0.27105623 -0.06970082 -0.45176363 -0.21505967 0.38062632 0.09633526 0.100352496 0.38748765 -0.51373565 -0.45311344 0.053873558 0.039273158 -0.40331322 -0.29148057 0.4516035 0.100024626 0.80514014 0.3277794 0.2997879 -0.3650463 0.06434872 -0.46775013 0.07646576 -0.25912392 -0.16750409 0.36736327 0.559359 0.4528632 0.11324394 -0.18636215 0.3564042 -0.38751838 0.3032678 -0.32757205 0.5828465 -0.4277979 -0.47422382 0.1600155 -0.22812515 -0.2760945
38	0.54796654 0.06530236 -0.26922607 0.30953544 0.0002839528 -0.014032586 -0.008455083 -0.35388502 0.13427696 0.2712831 0.28117794 -0.3870464 0.24755418 -0.39023438 0.416466 0.11557622 -0.048155174 -0.072172284 0.32924727 0.50141466 -0.0073307566 0.43156123 0.34744486 -0.56069016 -0.35045862 0.17022222 -0.4386647 -0.25487816 0.43433893 0.10241838 0.10778173 0.2944569 -0.4321095 -0.29476243 -0.5633481 0.47015038 -0.44870287 0.4779986 0.28618354 -0.19276321 0.23751818 0.43810523 0.4186408 -0.06752591 -0.40660042 -0.4641782 -0.096819386 0.027233314 -0.33811307 -0.041138753 0.33760476 0.11108841 0.46128905 -0.3506392 -0.21686405 -0.12143007 -0.4247727 -0.20155416 -0.031129338 0.12090024 0.25923386 0.4238459 0.5877373 -0.49878052
238	0.039342582 -0.56051743 -0.67028344 0.28801185 -0.31750035 -0.26100945 0.49098393 -0.79059863 0.51180637 0.25517902 0.35776332 0.40005463 0.38084126 -0.29522014 -0.38954705 0.18959329 -0.20575896 -0.18369566 -0.30994302 0.17190136 -0.33817655 0.15031111 0.08412377 -0.27967986 -0.20311251 -0.5736906 -0.19826767 -0.31362662 0.5969709 -0.12671463 0.24216892 0.2746662 -0.24709263 -0.3756038 0.0046764687 -0.04113809 0.082806036 -0.13643314 0.3076284 0.34295693 0.1648508 0.6655464 0.6625222 -0.46006852 -0.25827882 -0.6802082 0.25499776 -0.3934749 0.53354055 0.42499024 0.24008343 0.6817136 0.05982466 -0.33890396 0.2037223 -0.15885296 0.28057832 -0.46506822 0.44933507 0.33844745 -0.33362442 0.45100278 0.3190927 -0.68179923
225	0.36570832 -0.33748293 -0.39239395 0.36272156 -0.06306088 -0.48170894 -0.4575619 0.27422708 0.48738697 0.066697866 0.050420612 0.24459504 0.37753648 -0.15796822 -0.09423435 0.13788064 0.17317918 -0.4352035 0.2962613 0.60704035 -0.25368878 0.563366 0.5887607 0.09320385 -0.22578952 -0.65012187 -0.1332533 0.1443452 0.47262108 0.50796163 0.60433203 -0.16333139 -0.33555025 0.012124784 -0.75082207 0.1734679 -0.551918 -0.04798194 0.14034289 0.09182276 -0.010540646 0.19693965 0.2733118 -0.4404671 -0.32035872 -0.0502505 0.47373566 -0.29362214 0.58545786 -0.16470565 0.24992397 0.54324865 0.63169026 -0.05952535 0.7166848 -0.51859134 -0.00441226 -0.6735672 -0.012198869 0.035358474 -0.2658158 -0.28946355 0.5519364 -0.28132665
141	0.09485747 0.0435066 -0.44619492 0.010129135 0.110211864 0.22676857 0.08103071 -0.46486646 0.1743467 0.11180198 0.22508827 -0.31366032 0.3666555 -0.2441704 -0.17353845 0.15661246 0.2659031 0.051165484 0.062015653 0.33575088 0.04510082 0.11714633 0.4719151 0.09025504 -0.28579742 -0.05227995 0.13308167 -0.013883205 0.39972997 -0.6749488 0.1757169 -0.009123065 -0.07526925 -0.10149796 -0.10060785 0.328746 -0.2395245 0.06391691 0.0788032 -0.2207551 -0.0346713 0.550967 0.45858786 -0.26668888 -0.26466393 -0.5611675 0.11950375 -0.2700921 0.2812228 -0.3913212 0.1377709 0.3585118 0.021088783 -0.01733777 0.615279 -0.40431026 -0.22598028 -0.36893678 0.090059906 0.08338392 0.31353915 -0.1714064 0.22872034 -0.555534
217	0.25867295 -0.36707607 -0.51696986 0.27434608 0.013956759 0.38860545 0.03614734 -0.5084798 0.59202933 0.20004356 0.06625068 -0.5711936 0.40297687 -0.44714034 -0.31273034 0.4160207 0.011811074 -0.3819901 -0.38741556 -0.2673306 -0.48578593 0.10170969 -0.17625915 -0.04567082 -0.3505734 0.11421518 0.017569434 -0.18558215 0.41111183 -0.2793197 0.52352756 0.40724567 -0.10396181 -0.30111712 -0.2844664 -0.12320574 -0.03686518 0.057647277 0.2363372 -0.22118084 0.0016608275 0.55767107 0.5164098 -0.220696 -0.069523096 -0.5153871 -0.32865006 0.1237701 0.19161427 0.13029157 0.3849413 0.5572269 0.114431635 0.15177356 0.013012495 -0.19591612 -0.47669867 -0.18895337 0.306296 0.19521181 0.08062492 0.48809892 0.5811167 -0.48581174
26	0.09307714 -0.23027492 -0.34002212 0.35526028 -0.07080204 -0.15057361 0.2990335 -0.56623256 0.17811832 0.03082436 0.19535881 0.4036978 -0.111258335 0.024164874 0.41310728 0.26071662 -0.3237458 -0.08763707 -0.20161727 0.055687368 -0.29522634 0.34155264 -0.27768493 0.073014915 0.12071972 -0.3536622 -0.2751823 0.20249552 0.3772177 0.023421673 0.07142506 -0.017515898 -0.002579704 0.08487561 0.076269016 -0.00519678 0.06650353 0.31542242 0.4293316 0.020202879 0.18797472 0.3490784 0.45013896 -0.22782406 0.14510345 -0.5062061 0.4051956 -0.28035453 0.34882006 0.5479188 0.34563592 0.4406849 -0.20812246 -0.2555545 -0.27231956 0.5344724 0.11302782 -0.30926687 0.5859023 0.36454096 -0.28046888 0.7185824 0.51328504 -0.40866777
122	-0.03155032 -0.32184967 -0.35879683 0.44138902 0.037056938 -0.43900552 0.0012317896 0.13417102 0.4518172 0.42138293 0.2673068 0.020122271 0.4869559 -0.35846126 -0.44146043 -0.17805779 -0.14957398 -0.37227046 -0.19601145 0.07246058 -0.043822184 0.4922231 0.015573058 -0.2557155 -0.38578582 -0.13952768 -0.34364802 -0.41192356 0.45030326 0.5772937 0.5847466 0.5292747 -0.35617054 0.113404915 -0.7390148 0.114939146 0.11076656 -0.2216977 0.2851741 -0.13096319 -0.098938584 0.224632 0.2966332 -0.5904739 -0.034006774 -0.09308658 0.56511444 0.093898 -0.16991298 0.11789726 0.33659497 0.5176279 0.64323556 0.55421895 0.15974507 -0.07332812 0.00065420754 -0.4352893 -0.0029223934 0.007364195 -0.32510456 0.106176674 0.12631872 -0.25854933
153	0.07083684 -0.5151383 -0.6097436 0.34161055 -0.25486308 -0.30109385 0.37022075 -0.7799089 0.47573936 0.3041624 0.32130176 0.30309236 0.4612307 -0.10000914 -0.40271807 0.2965892 0.05741874 -0.12707236 -0.28519654 0.2862473 -0.3607353 0.16897044 0.082974985 -0.31368858 -0.22254676 -0.37943864 -0.51230925 -0.12876342 0.49124599 -0.2258377 0.12800753 0.2821566 -0.17501903 -0.4050939 -0.009437837 0.17071 -0.2153 0.0024186894 0.51034546 0.13133538 0.50992596 0.5943972 0.5983938 -0.3417377 0.1082653 -0.7070386 0.42134932 -0.30926472 0.38276675 0.30680653 0.40742493 0.30725256 -0.10188257 -0.17981762 0.15304796 -0.45664725 0.20622836 -0.38108653 0.25961554 0.32231736 0.028851066 0.5950446 0.34702712 -0.6179773
157	0.481327 0.021487344 -0.43863982 0.1505712 -0.2318368 -0.16662101 0.27648744 -0.6231605 0.38322365 0.24834499 0.48140723 0.19262515 0.41139224 -0.40014482 0.013071433 0.0068404973 -0.06454832 -0.018519428 -0.16814873 0.37787592 0.07519525 0.18527462 0.2102462 -0.39846802 -0.3399614 -0.34525236 -0.121792346 -0.43933707 0.37373358 -0.13246518 0.056056894 0.39581054 -0.21655709 -0.34557432 -0.12618975 0.327918 -0.03992679 -0.108495936 0.11980451 0.16335475 0.13218994 0.51682854 0.5218392 -0.22800417 -0.52796406 -0.5660438 0.025491936 -0.14932734 0.1765582 0.2844723 0.10173932 0.21102026 0.12351137 -0.3888463 -0.36315995 -0.2212106 0.091208264 -0.20325907 -0.13359281 0.12718576 -0.05640365 0.33267868 0.26873887 -0.55840874
256	-0.39613426 -0.28045636 0.067352325 -0.046289966 0.10579926 -0.28768697 0.053686813 0.024455205 -0.11141313 0.31133333 0.15129393 0.23953053 0.048555896 -0.06193593 -0.16444121 0.27467316 -0.152378 -0.4792391 -0.3605914 -0.6425134 -0.4255199 -0.26385003 -0.023488475 -0.1168028 0.14708784 -0.12528697 -0.2711241 -0.25865874 -0.039715596 0.46165198 0.31569487 0.40781826 -0.35548952 -0.22282963 0.088587835 -0.2425582 0.2924301 -0.22986619 0.27051616 0.28862217 0.23277281 -0.39062995 -0.294196 -0.06549248 -0.104318276 0.26638436 -0.115239665 0.5882503 -0.26594612 0.08664805 0.22925942 0.40434214 -0.0051465686 0.08303197 0.18732336 0.33093217 0.20645328 -0.10848887 0.22193505 -0.051512145 -0.36138898 0.38143662 0.029464887 0.38992915
223	0.5800408 -0.68603283 -0.21949676 -0.055239014 -0.3713427 -0.2287037 0.3066389 -0.4428265 0.3924156 0.08123371 0.50800073 0.37115392 0.2943191 -0.24135509 -0.18235143 0.17101656 -0.3437676 -0.2646999 -0.3021592 0.27194178 -0.21160233 0.4983173 0.3274417 -0.40886134 -0.113010526 -0.22837135 -0.53212905 -0.686504 0.19720833 0.3114824 0.23984268 0.2603525 -0.14841208 -0.45808807 -0.13046786 0.030897338 -0.2238628 -0.2564096 0.26787376 0.46715215 0.12634742 0.23851085 0.25708568 -0.07096715 -0.4989428 -0.33029354 0.36721855 -0.26293692 0.3537391 0.66867083 -0.041478522 0.28658092 0.21326812 -0.5148084 -0.18481553 -0.025639214 0.16006112 -0.026069488 0.39448217 0.59025645 -0.04676134 0.51419306 0.6895047 -0.311458
195	0.10577305 -0.33751842 -0.62511915 0.3619285 -0.38881522 0.026187845 0.33725238 -0.7321973 0.24403629 0.71478736 0.33590767 0.07381716 0.5304174 -0.5026395 -0.5077692 0.32909256 -0.22989568 0.030660145 -0.40380165 0.4706784 -0.07090997 0.04049708 0.25100368 -0.5194075 -0.5435926 -0.29694816 -0.30796957 -0.56310356 0.49977413 -0.11045595 0.01502759 0.60234714 -0.3574154 -0.48976323 -0.23582587 0.54852843 -0.38853303 -0.34999594 0.4547681 0.15310298 0.36127025 0.69325435 0.60889757 -0.46511403 -0.43020982 -0.7189864 -0.13276699 -0.37090644 0.2250649 0.41963816 0.5046267 0.032967664 0.2843756 -0.24070688 0.30881742 -0.73117906 0.18464522 -0.37171182 0.21086876 0.2696321 -0.0019049048 0.32590854 0.17342757 -0.7259496
146	0.03176562 -0.3933936 0.16290727 -0.13592996 -0.05270247 0.062150724 -0.031735957 0.06311913 0.3052082 -0.19088024 -0.014823571 0.38423148 -0.1659 0.15642454 0.11076488 0.3561409 0.023796454 -0.10953674 -0.14496608 -0.19683267 -0.45697156 -0.13279213 0.13199934 -0.3271252 0.15835688 -0.4108736 -0.5798479 0.096345425 -0.09084346 0.23416904 -0.23955946 0.1924519 0.123029195 -0.39190295 0.014195453 -0.11635646 -0.19255292 -0.101655975 0.085176125 0.191408 0.34531492 -0.40839946 -0.32171598 0.06125192 -0.39012846 0.3076877 -0.056106664 -0.3334086 -0.11493984 0.10076648 0.2254399 0.28114358 0.19495349 -0.13327073 0.057055473 -0.06684453 0.2919091 0.06860216 0.23392111 0.2052558 -0.2777637 0.09157304 0.13010462 0.3753956
254	0.16759278 -0.017027969 -0.3467779 0.4898045 0.61538494 -0.69345504 -0.3641522 -0.09575327 0.052176856 0.49697948 0.33550772 0.49808735 0.29570213 -0.0028042682 -0.52743113 -0.1406925 0.17815007 -0.44903407 0.07348907 0.24750832 0.05419808 0.14206526 0.3273568 -0.21502593 -0.051296182 -0.4429717 -0.5285338 -0.08098602 0.320487 0.46549746 0.22777379 0.46235123 -0.40302533 0.1908867 -0.64033186 -0.37698004 -0.66987413 0.15247802 0.16864607 -0.045058765 0.6319626 0.32342523 0.30859548 -0.27525747 -0.19156235 -0.24362063 0.07273897 -0.0029202402 -0.37744474 -0.18164408 0.13075615 0.24412979 0.5529973 0.51865786 0.2538085 -0.23386699 0.20729552 -0.39875254 -0.06229555 -0.38960317 -0.33992273 0.24457774 0.011952311 -0.31710467
258	0.6036066 -0.76207316 0.16503529 0.61617345 -0.33879513 -0.44799277 0.38147327 0.35121202 1.0376531 0.63147706 0.47749826 0.22166431 0.29807678 -0.7350956 -0.6019041 0.7890431 -0.5145401 -0.61255246 -0.29711464 0.66897583 -0.5865883 0.40733075 0.39488238 -0.64441097 -0.6819887 -0.59232736 -0.658907 -0.33836836 -0.101393454 0.19020289 0.8416649 0.6844981 -0.59051955 -0.77475935 -0.6843828 0.74278784 -0.76151645 -0.27021417 0.67406243 0.24709666 0.699095 -0.32056314 -0.27597347 0.01353959 -0.57829833 0.41220915 0.18132028 -0.5082513 0.42289096 0.76480746 0.6105195 0.51399654 0.6238506 -0.69722795 0.5941727 -0.50936437 0.18220471 0.208537 0.48889744 0.47656614 -0.35539305 0.7596652 1.0737891 0.37175232
